ievnt channel counts aquisition_time rate
0 1 5677 300 18.923334
1 1 5728 300 19.093334
2 1 5742 300 19.139999
3 1 5623 300 18.743334
4 1 5716 299 19.117058
5 1 5636 299 18.849499
6 1 5575 299 18.645485
7 1 5674 299 18.976589
8 1 5786 299 19.351171
9 1 5743 299 19.207357
10 1 5623 299 18.806021
11 1 5719 300 19.063334
12 1 5684 299 19.010033
13 1 5746 300 19.153334
14 1 5715 300 19.049999
15 1 5642 300 18.806667
16 1 5764 300 19.213333
