ievnt channel counts aquisition_time rate
0 1 1759 300 5.863333
1 1 1803 300 6.010000
2 1 1834 300 6.113333
3 1 1775 300 5.916667
4 1 1771 300 5.903333
5 1 1824 300 6.080000
6 1 1852 300 6.173333
7 1 1838 300 6.126667
8 1 1762 300 5.873333
9 1 1794 300 5.980000
