ievnt channel counts aquisition_time rate
0 1 188 60 3.133333
0 2 157 60 2.616667
1 1 221 60 3.683333
1 2 191 60 3.183333
2 1 210 60 3.500000
2 2 179 60 2.983333
3 1 188 60 3.133333
3 2 156 60 2.600000
4 1 240 60 4.000000
4 2 199 60 3.316667
