ievnt channel counts aquisition_time rate
0 1 142 60 2.366667
0 2 158 60 2.633333
1 1 167 60 2.783333
1 2 181 60 3.016667
2 1 176 60 2.933333
2 2 197 60 3.283333
3 1 160 60 2.666667
3 2 181 60 3.016667
4 1 183 60 3.050000
4 2 197 60 3.283333
