ievnt channel counts aquisition_time rate
0 1 118 60 1.966667
0 2 106 60 1.766667
1 1 121 60 2.016667
1 2 105 60 1.750000
2 1 99 60 1.650000
2 2 88 60 1.466667
3 1 124 60 2.066667
3 2 108 60 1.800000
4 1 123 60 2.050000
4 2 115 60 1.916667
