ievnt channel counts aquisition_time rate
0 1 136 60 2.266667
0 2 101 60 1.683333
1 1 144 60 2.400000
1 2 102 60 1.700000
2 1 132 60 2.200000
2 2 101 60 1.683333
3 1 154 60 2.566667
3 2 111 60 1.850000
4 1 162 60 2.700000
4 2 125 60 2.083333
