ievnt channel counts aquisition_time rate
0 1 131 60 2.183333
0 2 91 60 1.516667
1 1 126 60 2.100000
1 2 77 60 1.283333
2 1 125 60 2.083333
2 2 92 60 1.533333
3 1 132 60 2.200000
3 2 94 60 1.566667
4 1 156 60 2.600000
4 2 120 60 2.000000
