ievnt channel counts aquisition_time rate
0 1 86 60 1.433333
0 2 84 60 1.400000
1 1 86 60 1.433333
1 2 84 60 1.400000
2 1 82 60 1.366667
2 2 75 60 1.250000
3 1 106 60 1.766667
3 2 101 60 1.683333
4 1 91 60 1.516667
4 2 85 60 1.416667
