ievnt channel counts aquisition_time rate
0 1 188 60 3.133333
0 2 205 60 3.416667
1 1 228 60 3.800000
1 2 250 60 4.166667
2 1 183 60 3.050000
2 2 204 60 3.400000
3 1 214 60 3.566667
3 2 239 60 3.983333
4 1 218 60 3.633333
4 2 245 60 4.083333
