ievnt channel counts aquisition_time rate
0 1 78 60 1.300000
0 2 67 60 1.116667
1 1 81 60 1.350000
1 2 72 60 1.200000
2 1 90 60 1.500000
2 2 81 60 1.350000
3 1 88 60 1.466667
3 2 79 60 1.316667
4 1 66 60 1.100000
4 2 63 60 1.050000
