ievnt channel counts aquisition_time rate
0 1 129 60 2.150000
0 2 112 60 1.866667
1 1 146 60 2.433333
1 2 128 60 2.133333
2 1 134 60 2.233333
2 2 120 60 2.000000
3 1 153 60 2.550000
3 2 138 60 2.300000
4 1 124 60 2.066667
4 2 112 60 1.866667
