ievnt channel counts aquisition_time rate
0 1 167 60 2.783333
0 2 170 60 2.833333
1 1 194 60 3.233333
1 2 200 60 3.333333
2 1 158 60 2.633333
2 2 163 60 2.716667
3 1 162 60 2.700000
3 2 168 60 2.800000
4 1 173 60 2.883333
4 2 178 60 2.966667
