ievnt channel counts aquisition_time rate
0 1 188 60 3.133333
0 2 199 60 3.316667
1 1 148 60 2.466667
1 2 157 60 2.616667
2 1 180 60 3.000000
2 2 191 60 3.183333
3 1 173 60 2.883333
3 2 186 60 3.100000
4 1 142 60 2.366667
4 2 153 60 2.550000
