ievnt channel counts aquisition_time rate
0 1 106 60 1.766667
0 2 100 60 1.666667
1 1 92 60 1.533333
1 2 88 60 1.466667
2 1 91 60 1.516667
2 2 88 60 1.466667
3 1 110 60 1.833333
3 2 107 60 1.783333
4 1 85 60 1.416667
4 2 81 60 1.350000
