ievnt channel counts aquisition_time rate
0 1 157 60 2.616667
0 2 162 60 2.700000
1 1 156 60 2.600000
1 2 160 60 2.666667
2 1 152 60 2.533333
2 2 154 60 2.566667
3 1 181 60 3.016667
3 2 186 60 3.100000
4 1 188 60 3.133333
4 2 190 60 3.166667
