ievnt channel counts aquisition_time rate
0 1 176 60 2.933333
0 2 184 60 3.066667
1 1 196 60 3.266667
1 2 201 60 3.350000
2 1 170 60 2.833333
2 2 175 60 2.916667
3 1 186 60 3.100000
3 2 192 60 3.200000
4 1 180 60 3.000000
4 2 185 60 3.083333
