ievnt channel counts aquisition_time rate
0 1 73 60 1.216667
0 2 63 60 1.050000
1 1 72 60 1.200000
1 2 60 60 1.000000
2 1 71 60 1.183333
2 2 62 60 1.033333
3 1 54 60 0.900000
3 2 49 60 0.816667
4 1 68 60 1.133333
4 2 62 60 1.033333
