ievnt channel counts aquisition_time rate
0 1 88 60 1.466667
0 2 85 60 1.416667
1 1 102 60 1.700000
1 2 97 60 1.616667
2 1 87 60 1.450000
2 2 83 60 1.383333
3 1 102 60 1.700000
3 2 92 60 1.533333
4 1 106 60 1.766667
4 2 101 60 1.683333
