ievnt channel counts aquisition_time rate
0 1 106 60 1.766667
0 2 98 60 1.633333
1 1 96 60 1.600000
1 2 92 60 1.533333
2 1 106 60 1.766667
2 2 94 60 1.566667
3 1 100 60 1.666667
3 2 87 60 1.450000
4 1 94 60 1.566667
4 2 81 60 1.350000
